Comment,Label
Mandai kemasan siap saji ini bisa langsung dikonsumsi kah (tanpa digoreng lagi)?,Positif
"@inayuslina bisa kaak, langsung pian makan dengan nasi panas aja😊🙏",Positif
@kawan_nasi tks infonya lah 🙏,Positif
@inayuslina sama sama kaa,Positif
Bisa dibeli dimana ini di Banjarmasin/Banjarbaru?,Positif
"@alfian.fendy dua duanya bisa kaa, untuk info area reseller bisa langsung dm yaa😊🙏",Positif
@kawan_nasi boleh Di DM,Positif
Masya Allah 😇,Positif
Sukses Kaka 😇😇😇,Positif
@nennarahman ading sayang terimakasihh 💜💜,Positif
@ira_charmen 🙏🙏🙏😇😇,Netral
MasyaAllah..👏👏 semangat ya elin. Semoga Allah mudahkan semua berjaln lancar aamiin.,Positif
@stlobeli_nitanasya nitaaa tengkyuuu 😍😍😍 ammiinnn ya Allah 😇😇😇🤲🤲,Positif
Next level kerennn lakasi jajah seluruh indonesi,Positif
@popynovelita faaayeerrr 🔥🔥🔥🔥,Netral
@tenteg11 belanda kalo laahh menjajahh 😂😂😂,Negatif
ini dipketakan tahan brp lama,Netral
@rabi_atul90 untuk pakasam tahan hingga 2 minggu di suhu ruangan kakakk😊🙏🏻🙏🏻,Positif
@kawan_nasi oh inggih mksih,Positif
Sudah min,Netral
@ainun_n075 sudah terdaftar kaak😍😍,Positif
@kawan_nasi siap ka 😍😍,Positif
Sudah min,Netral
@gita_nurmasita Sudah terdaftar ya kaak🥰❤,Positif
Sdh min..,Netral
Bismillah...,Positif
@asmawati_qiana30 sudah terdaftar ya kaa🥰🥰🙏,Positif
Sudah min.. semoga beruntung..,Positif
"@minati.12 halo kaak mohon dibuka dulu private nya ya kaa, 1x24 jam aja gapapaa😊🙏",Positif
@minati.12 udah,Netral
@minati.12 baik kaa sudah terdaftar yaa,Positif
"Packaging nya to die for, bagoooossss 🔥",Positif
@grumpy.anp finishing touch by @noviaafebr dan  @aesti.elin ... Fokus 2 hri ngejar ini 😁😁😁 nopia ampe belajar adobe dan corel one night 👏👏👏👏,Positif
@popynovelita gasss terusssss pokoe josss,Positif
@feffyr13 ka fefyyyy 🙏🙏🥰🥰🥰🥰,Netral
Waahhh bagus bangett kemasannyaaaa,Positif
Ccok buat oleh2 nih.. info penjualannya ?,Positif
"@aini_aiy cocok banget kaakk, untuk info lebih lanjut boleh dm ya kakk😊🙏",Positif
Berapa kak,Netral
"@maduperawan haloo kak, untuk rabuk ada rasa pedas dan original ya kak❤️ada ukuran 100gr harga 45rb dan ukuran 150gr 65rb. Untuk info selanjutnya boleh via dm atau whatsapp kami 085821238882 ya kak😊❤️",Positif
🙏🏻 mohon bimbingan nya,Positif
@jejualan.mameeeh mari ikut mimin ke gua..sediakan tetampahannya lah 😂,Positif
Ya Saya bacanya dah di atas karpet 😍 tp tadi sahur dasar bujur makan mandai 🤤 berabut dua @taufieq.muh,Positif
laris manis ya ka,Positif
ga ketemu ya...saya pas off d Jkt.😂,Negatif
@umkmcenter_bib,Netral
Terima kasih ilmu ka elin @kawan_nasi yg sdah berbagi pengalaman x mmbngun usaha... Insya allah...ilmu yg sdah d berikan bermanfaat buhan kami para pendengar dan khusus x ulun...😍 Semoga... Sukses trus ..tambah banyak dan tmbah luas pelanggan x... Aamiin,Positif
@agussasiranganbjm 🔥🔥🔥🔥🙏,Netral
@nizham.arap aduh aduh mohon maaf baru buka lapak iniiii… nizaaammmm 😍😍😍,Positif
@jokosantoso168 iya nih… pdhal kesana udh ancer2 mau ketemu… malah selisihan 😂😂,Negatif
@annahariyana aammiinn.. terimakasih banyak Mba 🙏🙏 sehat selalu utk Mba sekeluarga ❤️❤️,Positif
@humaira.nabilah.3 aammiiinn ya Allah 🤲🤲🤲 makasih banyak Mba sdh mau duduk dan meluangkan waktu utk saya yg ga seberapa ini 😅😅 mudahan ad yg bisa diambil dan saling jd penyemangat kita2 yg berjuang 😇 semangat terus Mbaa 💪💪💪,Positif
"Masya Allah tabarakallah, kak. Semoga sukses terus kawan nasi 🤲",Positif
"Barakallah, Semoga selalu dibimbing Allah dalam setiap langkahnya. Ditunggu  inovasi dan produk terbarunya, kak 🤩",Positif
Semoga laris manis  @kawan_nasi,Positif
"Ngikutin kawan nasi pertama kali waktu makan siang di tempatnya, di samping cuci mobil itu.. Waktu itu makan siangnya ayam panggang di kasih sup.. Sejak saat itu gk pernah absen liat story @kawan_nasi sampai saat ini.. Tetap jadi pelopor mandai banjarbaru, mari Mandaikan Dunia 🔥🔥🔥🔥 @kawan_nasi",Positif
"""Kepercayaan customer itu nilai jual paling tinggi, jgn pernah membodohi customer "" syuuka sm prinsip nya dan patut ditiru. Sukses selalu tim Kawan nasi 💪💪💪",Positif
Coba deh gengs enak buat cadangan makanan kalo bosen makan opor di beberapa hari kedepan 😄👍 @auliazizahh @dindanovianita @dinamaliaa_ @adiswlndr,Positif
"Barakallah, semoga sukses terus Kaka. Bahkan menu selain Mandai pun mantaappsss bngt😍 the best pokoknya. Lancar terus usahanya ya kak",Positif
"alhamdulillah saya suka sama mandai nya, anak anak juga suka sama kentang mustofa nya.. smg sukses terus, laris manis jualannya @kawan_nasi ayo bestie cobain juga deh 😊@rahmahidayah1  @nia_syahla @ruthschatzy",Positif
Semoga makin sukses.. Cepat naik haji... Aamiin,Positif
Mandai paling nyman yg pernah ku makan😍😍,Positif
Mandai is the best 😍😍,Positif
Sukses teruss kakakkk 😍😍😍😍,Positif
"Keren bgt kak Elin 🥰 dulu awal kenal mandai Kawan Nasi dari postingan Cha Fauzia yg kebetulan adalah tanteku, temen akrabnya kak Elin. Aku tau te cha kalo rekom sesuatu pasti enak, akhirnya beli waktu itu kemasannya masih cup biasa di lakbanin biar bumbunya ga meleber. Dikirim ke muara teweh awalnya pake jnt (aku udah tf utk harga mandai + ongkir), ternyata kata kak Elin takut kelamaan dijalan akhirnya pake Tiki (ongkirnya agak mahal berapa ribu gitu) trus kak Elin bilang gppa, dia aja yg tombokin, masha Allah baik bgt 😢 Kawan Nasi tuh dulu blm punya admin kek sekarang, murni Kak Elin yg langsung balesin DM. Salut sih utk urusan treat cust ga diragukan, apalagi mandai nya emg seenak itu.  Makanya aku selalu repeat order, apalagi sekarang udh bisa lwt shopee. Sampe followers udh 10K, aku termasuk salah satu yg mutualan loh sama ig Kawan Nasi, sebaik itu sampe aku di follback dulu 😍 aku cm bisa berdoa semoga usaha Kawan Nasi lancar terus, makin sukses, makin laris manis. Pertahankan ya kak rasa endul dan keramahannya sama cust. Love you 🥰❤",Positif
Mandai🔥😍,Netral
Mandai enduullitaaa😍😍❤️🔥,Positif
"Sukses terus @kawan_nasi  laris manis dan berkah usahanya,",Positif
Sukses terus kawan nasi 🎉,Positif
Mandai is the best ❤️ sukses berkah selalu @kawan_nasi ❤️,Positif
semua menu di kaka enak endul endu ka pengen lagi nyobaiin semoga beruntung mau ikan rabuk sama manday nya 😁 amiin ya allah sukses terus ya ka smoga lancar usaha nya murah rejeki ❤️❤️😍😍,Positif
Ini ka @barbaraputri,Netral
See you,Netral
"@kawanasi_official betul Sekali MasyaAllah luar biasa Pian sekeluarga sukses semuanya di kawanasi berkah, Alhamdulillah beliau sehat wal Afiat",Positif
Brp mba?,Netral
@motivahijab.id ulun dm ya kaa,Netral
Berapa harga nya,Netral
Berapa mba?,Netral
Brp hrgnya,Netral
berapa ka,Netral
@rrmutyabasuni ulun dm ya kaa,Netral
@hj_maulida ulun dm ya kaa,Netral
@gtidagusda ulun dm ya kaa,Netral
@windharenata_ ulun dm ya kaa,Netral
Berapa mba,Netral
@destina_rizkia ulun dm ya kaa,Netral
@rasfirzza ulun dm ya kaa,Netral
Mau dong ..cara pesan dan harga sekaligus ongkir ya min .aku di martapura,Positif
"@ibunya_hasna_huda boleh banget kaa, saya hub via dm ya kaa",Positif
@kawanasi_official ok ditunggu .terimakasih,Positif
Brp hrga y,Netral
@indraijo ulun dm ya kaa,Netral
Brp mba ?,Netral
@rayna_riena haloo ulun dm ya kaa,Positif
KEREN🔥,Positif
@aisyanursholehah yuks bisa kolaborasi yuks jadiin yukkkss 😆😆😆😆,Positif
Panutaann😍👏,Positif
"@chaca.latif ih, ga ada ga ada 😂😂 Mba Chaca ini yg keren, Soju halal pertama di Indonesia lhoo..kerennn sgt 😍😍",Positif
keren bgt sih,Positif
@edyaa_rahmah edya nyewe nyembeti unde lo.. *gayatekulibi 😂,Negatif
"Congrats, so proud of u 😍",Positif
@ina_rahmadiyanti Inaaa.. it will be a long journey but it is very oke. Progress progress progress hee.. thanks love!🥰,Positif
Keren,Positif
terimakasih 😇🙏,Positif
👏👏👏😍😍😍Mandai menduniaa 😍,Positif
@tutikgazali aammiinn ya Allah.. bismillah Tarim kita Ciill ✈️✈️✈️,Positif
@popynovelita 🫶🫶🫶🫶,Netral
❤️❤️aamiin allahuma aamiin...,Positif
Ln suka mandai pn,Positif
Laris manis mbaa 😇🙏,Positif
Terima kasih atas undangan nya kak🙌🏻,Positif
"@kawanasi_official : inggih sama-sama kak, terima kasih juga sudah berkenan sharing, insya Allah besok pagi kami share link spotify-nya yaa kak 🙏",Positif
Brp,Netral
"@hj.emasofia halo kaak, boleh via whatsapp yaa 0858 2123 8882",Positif
😍😍😍 wuiiih meriaaaah,Positif
@popynovelita tema nya pink girly nih 😍🤩🥳,Netral
Kereenn😍👏👏,Positif
"Masyaallah keren banget, mainnya jauh sekali 🔥",Positif
@ina_rahmadiyanti makaci kaaa😍😍,Positif
@muliatulkaromah hihi makasi kaa🙌🙌,Positif
Amiiin Lolos semuaa kak 😎😎😎,Positif
@kawanasi_official membanggakan 🔥🔥🔥,Positif
Lolos ❤️,Positif
wah sidin sudah pernah jadi guest ulun jua @kawanasi_official di @introfm 🙌🙌🙌,Positif
@alfian.yusri bujur ulun ada mendangar 🙌🙌🙌 sidin best banar jadi pilihan menu G20,Positif
Semangat dan senantiasa tambah sukses ya kakak.,Positif
@alfian.yusri hehe betul kaa🫶🏻,Positif
Congratulation ya nov @noviaafebr,Positif
@chunnymi thank u kakkk🙌,Positif
Semangat terus,Positif
@heliantihilman selalu Buuu 🫡🫡❤️,Netral
Bangga banget ❤❤❤,Positif
Sukses selaluuuu ya @kawanasi_official,Positif
@tetymanru amiinnnnn terima kasih banyak doanya ka tety🥰🥰🫶🏻🫶🏻,Positif
@nonaherlina_4 hehehe makasi banyak kakaa🥰🥰🫶🏻🫶🏻,Positif
Sukses selalu,Positif
Masyallah❤️❤️❤️semangat team kawan nasi😍,Positif
Congrats mba @aesti.elin @noviaafebr 😍,Positif
@jokosantoso168 terimakasih banyak Mas 🙏🙏,Positif
kerennnn bgt👏🔥,Positif
@lyynee.ee makasi banyak kakaa😇😇,Positif
@fitriyani.hatta semangat teruuuss. Terima kasih kakaa🥰🥰🙏🏻,Positif
@annahariyana amiinn terima kasih banyak kaka🥰🙏🏻,Positif
@_mellaiskandar ❤️❤️❤️❤️,Netral
Begitu juga dengan JODOH @aesti.elin 🫣,Positif
@chafauziawedding ih ih ih.. klo ngomong suka bener deh 😂,Positif
@popynovelita ❤️❤️,Netral
😍😍😍 kerenn,Positif
@cibulkitchen cibuuuulll 🙏🙏🙏,Netral
"I love your Mandai so much @kawanasi_official, I will putting it on my menu at @home.by.chefwayan next month as plant base Indonesian option 😋😋😋",Positif
"@chefwayan Hello, Chef 🥰🙏 We would like to say thank you for the opportunities given to us in G20 Spouse program, Thank you so much 🙏 To be honest, this is all beyond our wildest dream. Thank you Chef, thank you 🙏🙏",Positif
Congratulations @aesti.elin kereenn 😍,Positif
@melbahutabarat melba tengkyuuuuuu 🙏🙏❤️❤️❤️,Positif
Keren bgt pian,Positif
@nengpuput alhamdulillah aammiinn aammiinn 🤲🤲🙏,Positif
"Keren, lin 😍 selamat yaa. Dulu pernah ngajakin beberapa temen bule'ku dari aussie makan mandai. And they love it ❤️",Positif
"Kerennnn, Mba😍😍😍 congratulation. Umpat bangga sbg warga Bjb",Positif
Alhamdulillah...👏👏👏👏👏,Positif
Keren elin 👏,Positif
Alhamdulillah  ikut senang untuk kawan nasi.  Sukses selalu,Positif
"Mantap kaaa.. Mandai juara, mandai mendunia 👏👏",Positif
Keren bgtt,Positif
🔥🔥kereeennn kaa,Positif
Sukses...me Mandaikan Dunia yak...kmrn kan sudah me Mandaikan Indonesia...hehehe,Positif
Bangggaaa gwww,Positif
Congratulation Elin..... ❤️❤️❤️❤️,Positif
@eka.fakhrina Ririiinn.. makasih makasih makasihh.. 🙏🙏🙏 ingat ga kmaren dlu ngenalin k dosbing nya buat konsultasi masalah teknologi industri huaaaaa that’s a big one Rinn.. Kawanasi skrg ga ada tanpa kawan2 semua ❤️❤️❤️ thankyouuu,Positif
"@pllyt.dh Pillaaa… ini berkat doa kawan2 brataan, termasuk support dri Pilla.. tengkyuuu ❤️❤️",Positif
@talithafeby Lituuunggg… inilah knp ak skip TRX terus wkwkwkkwkw thank youu Tungg 🙏🙏,Positif
@chaca.latif ahh blum ada keren-kerennyaa.. masih bnyak hal menarik yg harus dikulik hehhee… kita blum ad ketemu nihh 🥰🥰🥰,Positif
"@jokosantoso168 Mas jokoo.. paling ingat bener ini jargon2 Kawanasi awal2 bertelurr 😂😂 padahal ngomongnya sambil bercanda, eh malaikat lewat 😁😁",Positif
@wwitawidhusadi Tut ah.. malu nih.. 😂😂😂,Positif
@shupiaulpah kakaaaaa… ayo kita makanan ❤️❤️❤️❤️,Positif
makanan nya dikirim ke Jakarta,Positif
@olin_crln oliiinnnnn… wah ini pelanggan pertama dei bandung olin ini nihh.. ingat bht ak ngelakban pesanan olinn 😂😂😂 makasih olinnn.. sehat2 yaaa ❤️❤️❤️,Positif
@isna0306 aduh terimakasih banyak Mba ❤️❤️ sehat2 pian sekeluarga la 🥰🥰,Positif
@annahariyana aammiinn aammiinn ya Allah.. makasih banyak Mba 🥰🥰 mudahan pian sehat terus sekeluaraga ❤️,Positif
@annisandew dduuhh makasih banyaakk 🙏🙏 masih banyak PR nya nihh 😆😆,Positif
@shupiaulpah cieee yg hdk k jkt habis dri honeymoonnn wkwkkwkwkw,Positif
@aesti.elin iyaaa nih ka insha allah minggu depan klo kbjb dkabarin.. pn smlm ke jakarta kan🙈🙈,Positif
@aesti.elin Aamiin yaa Allah terimakasih doanya.  Moga pian sekeluarga juga sehat selalu,Positif
Naaa dmn,Netral
@anandaperdanaanwar heheee 🙏🙏🙏🙏,Netral
Alhamdulillah mandai mendunia 😁,Positif
@aesti.elin manteb linn😍😍 aku heepi,Positif
@yoantaway ka yoaannn adiks minta bimbingannyaa 🙏🙏,Netral
@yusufhasansyah alhamdulillaaahh bisa mengenalkan masakan banjar🥰,Positif
Masyallah..... Semoga nular sukses nya🙏🤲,Positif
@fitriyani.hatta amiinn Ya Allah🥰🥰🙏🏻,Positif
So proud kaaaa!! 🔥❤️🙌,Positif
@citraazmi icaa tengkyuuu 🙏🙏🙏,Positif
"Naahhhh 👍 pian mulaaa nahhh 👍 gak ada obattttt.... 👏👏👏🔥🔥🔥 Congrats @aesti.elin & @kawanasi_official, saltooo dulu linnn....",Positif
@ireinesamuel iren ireeeennn tengkyu tengkyuuu 🙏🙏🙏 apasi ga ad obat wkwkkwkwkw okee salto duluuu 🤸🏻‍♀️🤸🏻‍♀️🤸🏻‍♀️🤸🏻‍♀️,Positif
Congrats ya @aesti.elin 👏😍,Positif
@tyaspurnamasari tyassss tiliimikiciihhh 🤸🏻‍♀️🤸🏻‍♀️🤸🏻‍♀️😆😆,Positif
"on another level sdh sih ini, congrats bu elinn😍🔥",Positif
@rahilms rahilll ah rahil ahh bisaan.. malu nih wkwkkwkw makasih yaaa ❤️❤️,Positif
MasyaAllah 😍,Positif
omg bangga nya,Positif
"Masya Allahhhh, keren banar pian 😍😍😍😍",Positif
@marfuah_imal 🙏🙏🙏,Netral
@ntiiiee terimakasih banyak kaka.. mohon doanya 🙏🙏🙏,Positif
@titimltii_ 🙏🙏🙏❤️,Netral
@finautami terimakasih banyak terimakasih banyak 🙏🙏,Positif
@_mellaiskandar 🙏🙏🙏🙏,Netral
Masyallah bangga banget👏👏👏👏,Positif
@angkringan_diang terimakasih 🙏🙏,Positif
Wiiihhh mntap ny,Positif
@abangmakan_ rekomended untuk di coba bang🙌,Positif
uwaaaa 🤤,Positif
@mungkalrasa kd jauh lo dri rumah pian gasss😍,Positif
kawa tarus ulun singgah🤭,Positif
Laparrr ehh🤤🤤,Positif
@ratmieasperia gass ka cobai😍,Positif
@hobyngunyah 👍👍👍👍,Netral
Nasi bakar famous 😍,Positif
@banjarbaru.foodies inggh😍,Netral
@nafarien1 🔥,Netral
Akhirnya kda ke bjb lgi,Positif
@agmy___ gasss😂🙌,Positif
nah kada jauh lagi 😍,Positif
"Behh manJur banar, mantab bujurr",Positif
@sobatbantas makanya am kita yukk😍,Positif
"Makasih byk kaaa sdh singgah, semoga yg melihat video ini dianugerahi kesehatan, dan kebahagiaan sekeluarga . Rezeki nya lancar dan berkah, aminn❤️❤️❤️😍",Positif
"Parak rumah almarhum kuitan ku ini min,,, gas kuy gaass",Positif
"@mungkalrasa hehh, rumah abahmichat disini kah, umai2 paraknya",Positif
@dpermatasarie,Netral
@endy_efen yoks😂,Netral
Parak rumah nah,Positif
@cibulkitchen aamiin sama2 kk😍,Positif
@cibulkitchen aamiin terimakasih kembali kk😍,Positif
@arafnaura cuss😍,Positif
@v.zendhawan gass gasss sobat gercep😍,Positif
@ketuju_makan_ aslunnn😍,Netral
Isnak nya ai 🤤,Positif
@landasanulinfood inggh😍,Netral
@hobyngunyah siap komandan,Positif
Yang Di Banjarbaru dan Banjarmasin tetap dekat dengan rumah... 😁😁😁,Positif
"pakai kurir sama nekat ke persada, pernah diantarkan ownernya langsung ke rmh pas mau buka puasa🥹 sukses selalu cibuuul🫶🫶🥹🥹",Positif
Bjm d mana kaaa,Netral
uma nyamannya,Positif
@mardiyah24_ lawas bnr sdh ka lahhh😍 makasih yaaa,Positif
@wiwik_sukismi nyuks kakabcoba di bjb bjm sdh ada..pian dimana?,Positif
@gtwandy dasar mantap berarti kita jodoh kak.*ehhhh😂,Positif
"@myda_ray sebelah kopi 10.2 ka cemara ujung, google mapnya cibul kitchen",Netral
@cibulkitchen di bjm,Netral
"@cibulkitchen sama"" ka, sukses selalu🫶💜",Positif
Huhu kangennya makan nasbak cibul🤤 sehari bisa makan 2 porsi🤣 waktu itu masih dianterin kaka ke kosan,Positif
@rizkayulisa19 hahaha asliii pengantaran siang mbah tu pengantaran sore lah ding😂,Netral
"Inget bangett dulu wktu kuliah dianterin ke kampus, makan bareng sama temen2 duduk lesehan di lobi 😂 kdng bela2in juga ke persada buat ambil pesanan. Kalo lagi mager tinggal kontak buat dianterin kerumah juga 😁 sekarang krna udh gak di bjb jdi jarang bangett beli cibul, andaikan bisa didelivery fresh ke tanjung kak hehehe",Positif
dinggggg😍😍 sehat2 lahh,Positif
"Dlu d anterin smpai k puskesmas sama mbaknya, slain d anterin krumah di KCU, msh harga 10rb..sampai skrg msh suka pesen lewat gofood..paksu pling suka cumi 😍",Positif
kangen nya aku sm nasbak km ten..sukses trs teny usahany..,Positif
@martawahyuni Martaaa yuks ke BJB taaaa amin ta Semoga sehat aja kita seberataan,Positif
@nurulawlya makasih banyak mbak lahhh sdh ketuju bepesan matan bahariii lawas bnr sdh,Positif
@cibulkitchen ❤️,Netral
@mochu.pampump 🤣🤣🤣,Netral
@evi.alf_,Netral
nasbak paling enak yg aku makan,Positif
@abdi_spt terimakasih kaaa,Positif
@mimie_colection waaah😍 terimakasih kaaa,Positif
@mochu.pampump hihihi hayuk kaka kalau mau datang kembali😍,Positif
rekomend rasa ny mantul🤤🤤 bikin nagih,Positif
@mochu.pampump iya banar mih,Netral
dan td beli dimsum si spicy 💜 memang enak bnr 🥲,Positif
"😂 sekarang aku kalau mau makan nasi bakar cibul, wajib pakai dimsum. Menu tetap, nasi bakar ayam rica double ayam ricanya + dimsum ❤❤❤",Positif
@yeni.fr  iya kaaa favoritnya apaaa?,Positif
@mardiyah24_ wah pian ni pokoknya fans garis keras spicy lahh.hahaa makasih lohh,Positif
"@cibulkitchen ayam sama sausnya mantul sekali 💜😢 sama"" ka 💜🤣",Positif
"Aku jg penggemar dimsum dan masbak kerang nya Cibul kitchen, buka resseler dong ka buat dimsum biar gak jauh lg kalau mau makan dimsum nya 🤤😍",Positif
@lisna_lm hayuuuuk kk mau reseller dimenong,Positif
@cibulkitchen aku DM ya ka,Netral
Juaraaaa ini oy🥰🥰🥰 saosnya dijamin enak juaaaaaa,Positif
@riaagsnitaa zeyenk niii meolah ulun himung membacanya😍😍😍😍,Positif
"cibul, aku penggemar nasi bakar mu waktu kuliah, plis buka cabang di muara teweh 😭✌️😁",Positif
kaliii aja ,Netral
dmn tu ka,Netral
@yuniar_shafa makasih yaaa sdh jd langganna cibulll😍😍,Positif
Ada di gofood gak ka?,Netral
@leely_anwar ada dong grabfood gofood bjm bjb ada ka😘,Positif
jauh kali ke bogor yah... T.T,Negatif
